arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
87.712,1,1020000,B,5,1069717.378
87.799,1,1120000,S,5,1069717.378
87.979,1,990000,B,5,1069717.378
88.03,1,1140000,S,5,1069717.378
88.581,1,1060000,B,5,1069717.378
88.623,1,1040000,B,5,1069717.378
88.824,1,1110000,S,5,1069717.378
90.886,1,1070000,S,5,1069717.378
91.632,1,1090000,S,5,1069717.378
91.795,1,1070000,B,5,1069717.378
92.09,1,1090000,S,5,1069717.378
92.983,1,1010000,B,5,1069717.378
93.112,1,1090000,B,5,1069717.378
93.281,1,1110000,B,5,1069717.378
93.293,1,1050000,S,5,1069717.378
93.446,1,1070000,B,5,1069717.378
93.76,1,1000000,B,5,1069717.378
94.411,1,1030000,S,5,1069717.378
96.321,1,1050000,B,5,1029979.193
96.611,1,990000,B,5,1029979.193
96.724,1,1030000,S,5,1029979.193
96.787,1,1060000,S,5,1029979.193
97.181,1,1070000,S,5,1029979.193
97.349,1,1070000,S,5,1029979.193
97.465,1,1030000,B,5,1029979.193
97.478,1,1040000,S,5,1029979.193
98.137,1,1070000,S,5,1029979.193
98.745,1,1050000,B,5,1029979.193
98.779,1,1030000,S,5,1029979.193
100.323,1,1060000,S,5,1029979.193
101.069,1,990000,S,5,1029979.193
102.237,1,1040000,S,5,1029979.193
103.254,1,1090000,S,5,1029979.193
103.273,1,1080000,B,5,1029979.193
104.372,1,1030000,S,5,1029979.193
105.098,1,1020000,B,5,1029979.193
105.296,1,1010000,B,5,1029979.193
105.895,1,1010000,B,5,1029979.193
106.536,1,1010000,B,5,1029979.193
107.156,1,1040000,S,5,1029979.193
107.278,1,990000,B,5,1029979.193
107.87,1,1030000,S,5,1029979.193
108.279,1,1110000,S,5,1029979.193
108.48,1,1010000,B,5,1029979.193
109.642,1,1070000,S,5,1029979.193
109.711,1,1040000,S,5,1029979.193
110.571,1,1030000,B,5,1029979.193
110.663,1,1030000,B,5,1029979.193
110.782,1,1040000,S,5,1029979.193
111.588,1,970000,S,5,1029979.193
111.599,1,1060000,S,5,1029979.193
111.602,1,1010000,B,5,1029979.193
111.689,1,1060000,S,5,1029979.193
111.891,1,1000000,B,5,1029979.193
112.074,1,1030000,S,5,1029979.193
112.082,1,1010000,S,5,1029979.193
112.762,1,1040000,S,5,1029979.193
113.265,1,1050000,S,5,1029979.193
114.29,1,1020000,S,5,1029979.193
115.374,1,1110000,S,5,1029979.193
115.641,1,1050000,S,5,1029979.193
116.373,1,980000,B,5,1023200.557
116.549,1,1000000,S,5,1023200.557
116.595,1,970000,B,5,1023200.557
117.328,1,1040000,S,5,1023200.557
118.383,1,970000,B,5,1023200.557
118.91,1,1070000,S,5,1023200.557
119.324,1,1020000,S,5,1034719.751
119.767,1,1060000,S,5,1034719.751
119.828,1,1020000,S,5,1034719.751
120.987,1,1060000,S,5,1034719.751
121.108,1,1040000,S,5,1034719.751
121.75,1,1010000,S,5,1034719.751
122.91,1,1010000,B,5,1034719.751
123.513,1,1000000,B,5,1034719.751
123.571,1,1030000,B,5,1034719.751
123.996,1,1040000,B,5,1034719.751
126.185,1,1020000,S,5,1034719.751
126.352,1,1050000,S,5,1034719.751
126.646,1,1040000,S,5,1034719.751
126.802,1,1080000,S,5,1034719.751
127.213,1,1030000,S,5,1034719.751
127.559,1,1070000,S,5,1046602.086
127.644,1,1060000,B,5,1046602.086
127.698,1,1010000,S,5,1046602.086
127.745,1,1060000,B,5,1046602.086
128.603,1,1080000,S,5,1046602.086
129.239,1,1050000,B,5,1046602.086
129.821,1,1100000,S,5,1046602.086
131.209,1,1080000,S,5,1046602.086
131.493,1,1070000,S,5,1046602.086
132.068,1,1020000,B,5,1046602.086
132.8,1,1020000,B,5,1046602.086
133.212,1,1060000,B,5,1046602.086
135.202,1,1040000,B,5,1046602.086
136.029,1,1070000,B,5,1046602.086
136.4,1,1050000,B,5,1046602.086
136.408,1,1000000,B,5,1046602.086
136.673,1,1030000,B,5,1046602.086
137.322,1,1080000,S,5,1046602.086
137.777,1,990000,S,5,1046602.086
137.884,1,1050000,B,5,1046602.086
139.547,1,1030000,B,5,1046602.086
142.927,1,990000,B,5,1046602.086
143.035,1,1050000,B,5,1046602.086
143.412,1,1000000,B,5,1046602.086
143.588,1,1050000,B,5,1046602.086
143.701,1,1000000,B,5,1046602.086
143.756,1,1030000,B,5,1046602.086
144.022,1,1050000,B,5,1046602.086
145.09,1,1030000,B,5,1046602.086
145.73,1,1060000,B,5,1046602.086
145.814,1,1080000,S,5,1046602.086
146.105,1,1020000,B,5,1046602.086
146.597,1,1110000,S,5,1046602.086
147.235,1,1120000,S,5,1046602.086
148.987,1,1050000,B,5,1039099.007
149.232,1,1000000,B,5,1039099.007
149.712,1,1040000,B,5,1039099.007
150.232,1,1060000,B,5,1039099.007
150.268,1,1080000,S,5,1039099.007
151.358,1,1140000,S,5,1039099.007
152.133,1,1000000,S,5,1039099.007
152.335,1,1020000,B,5,1039099.007
152.346,1,1130000,S,5,1039099.007
152.819,1,1040000,B,5,1039099.007
152.922,1,1020000,B,5,1039099.007
153.941,1,990000,S,5,1039099.007
154.026,1,1100000,S,5,1039099.007
154.354,1,980000,B,5,1039099.007
154.795,1,1090000,S,5,1024375.225
155.043,1,1000000,B,5,1024375.225
155.366,1,1010000,B,5,1024375.225
155.443,1,1020000,S,5,1024375.225
156.953,1,1040000,S,5,1024375.225
157.137,1,1030000,B,5,1024375.225
157.201,1,1050000,S,5,1024375.225
157.245,1,1060000,S,5,1024375.225
157.394,1,1060000,S,5,1024375.225
157.674,1,1000000,S,5,1024375.225
158.973,1,1010000,B,5,1024375.225
159.023,1,1020000,B,5,1024375.225
159.312,1,1000000,B,5,1024375.225
160.076,1,970000,B,5,1024375.225
162.626,1,1000000,B,5,1024375.225
163.156,1,1060000,S,5,1024375.225
163.627,1,1030000,B,5,1024375.225
163.631,1,1070000,S,5,1024375.225
163.87,1,990000,B,5,1024375.225
163.901,1,1020000,B,5,1024375.225
164.057,1,1040000,B,5,1024375.225
164.972,1,1020000,S,5,1024375.225
165.7,1,1060000,S,5,1024375.225
166.343,1,980000,B,5,1024375.225
166.434,1,970000,B,5,1024375.225
166.81,1,970000,B,5,1024375.225
167.022,1,1000000,S,5,1024375.225
167.998,1,1040000,S,5,1024375.225
168.19,1,970000,B,5,1024375.225
168.205,1,990000,B,5,1024375.225
168.944,1,1060000,S,5,1024375.225
169.005,1,990000,B,5,1024375.225
169.222,1,1020000,S,5,1024375.225
171.252,1,1000000,B,5,1024375.225
171.431,1,1060000,S,5,1024375.225
172.161,1,1000000,B,5,1024375.225
172.272,1,1030000,B,5,1024375.225
172.641,1,1040000,S,5,1024375.225
173.894,1,1040000,B,5,1024375.225
174.028,1,1120000,S,5,1024375.225
174.09,1,1020000,S,5,1024375.225
174.359,1,1030000,S,5,1024375.225
174.548,1,960000,B,5,1024375.225
174.676,1,940000,B,5,1024375.225
176.714,1,1100000,S,5,1024375.225
176.956,1,1020000,S,5,1024375.225
177.008,1,1040000,B,5,1024375.225
177.104,1,1110000,S,5,1024375.225
178.795,1,1050000,B,5,1024375.225
179.094,1,1030000,S,5,1024375.225
179.579,1,1030000,B,5,1024375.225
183.033,1,1020000,S,5,1024375.225
183.335,1,1020000,S,5,1024375.225
183.544,1,1010000,B,5,1024375.225
183.668,1,1100000,S,5,1024375.225
183.993,1,1010000,B,5,1024375.225
184.188,1,1060000,B,5,1082406.402
184.263,1,1070000,B,5,1082406.402
184.291,1,1110000,B,5,1082406.402
185.223,1,1070000,S,5,1082406.402
186.485,1,1120000,S,5,1091173.96
186.77,1,1100000,B,5,1091173.96
188.77,1,1120000,S,5,1091173.96
189.937,1,1080000,B,5,1091173.96
190.206,1,1040000,S,5,1091173.96
190.753,1,1130000,S,5,1091173.96
191.04,1,1090000,S,5,1091173.96
191.14,1,1150000,S,5,1091173.96
191.879,1,1030000,B,5,1091173.96
192.971,1,1140000,S,5,1091173.96
193.125,1,1080000,S,5,1091173.96
193.956,1,1150000,S,5,1108978.859
194.025,1,1130000,S,5,1108978.859
194.308,1,1140000,B,5,1108978.859
195.448,1,1080000,B,5,1108978.859
195.478,1,1080000,B,5,1108978.859
195.989,1,1130000,S,5,1108978.859
196.336,1,1100000,S,5,1108978.859
197.131,1,1130000,S,5,1100554.641
197.243,1,1180000,S,5,1100554.641
197.807,1,1060000,B,5,1100554.641
198.008,1,1040000,B,5,1100554.641
198.405,1,1150000,S,5,1100554.641
198.493,1,1110000,S,5,1100554.641
198.535,1,1150000,S,5,1100554.641
199.547,1,1110000,S,5,1100554.641
199.69,1,1130000,B,5,1100554.641
199.982,1,1090000,B,5,1100554.641
200.047,1,1030000,B,5,1100554.641
200.557,1,1180000,S,5,1100554.641
200.867,1,1130000,S,5,1100554.641
201.256,1,1090000,B,5,1100554.641
201.668,1,1100000,B,5,1100554.641
202.4,1,1120000,S,5,1100554.641
202.844,1,1170000,S,5,1100554.641
203.52,1,1130000,S,5,1100554.641
204.048,1,1080000,B,5,1100554.641
204.267,1,1090000,S,5,1100554.641
207.597,1,1070000,B,5,1080278.504
207.759,1,1110000,S,5,1080278.504
208.284,1,1070000,B,5,1096280.993
208.802,1,1100000,S,5,1096280.993
208.902,1,1100000,B,5,1096280.993
209.337,1,1110000,B,5,1096280.993
209.712,1,1120000,S,5,1096280.993
210.441,1,990000,B,5,1096280.993
211.251,1,1130000,B,5,1096280.993
211.894,1,1050000,B,5,1096280.993
212.201,1,1040000,B,5,1096280.993
212.602,1,1140000,S,5,1096280.993
213.139,1,1160000,S,5,1096280.993
213.28,1,1090000,S,5,1096280.993
214.304,1,1100000,S,5,1096280.993
214.464,1,1060000,B,5,1096280.993
215.108,1,1040000,B,5,1096280.993
215.235,1,1090000,S,5,1096280.993
215.483,1,1120000,S,5,1096280.993
217.185,1,1090000,B,5,1136981.5
217.477,1,1150000,S,5,1136981.5
218.443,1,1170000,B,5,1136981.5
218.507,1,1110000,B,5,1136981.5
218.698,1,1180000,S,5,1136981.5
218.968,1,1110000,B,5,1136981.5
219.031,1,1110000,B,5,1136981.5
219.91,1,1150000,B,5,1136981.5
220.506,1,1100000,B,5,1136981.5
220.871,1,1100000,S,5,1136981.5
220.933,1,1120000,S,5,1136981.5
221.303,1,1160000,S,5,1136981.5
222.23,1,1150000,B,5,1136981.5
222.703,1,1190000,S,5,1136981.5
222.885,1,1100000,B,5,1136981.5
222.897,1,1060000,B,5,1136981.5
223.083,1,1040000,B,5,1136981.5
223.332,1,1160000,S,5,1136981.5
223.784,1,1210000,S,5,1136981.5
224.449,1,1200000,S,5,1136981.5
224.599,1,1120000,S,5,1136981.5
224.641,1,1220000,S,5,1136981.5
224.819,1,1190000,S,5,1136981.5
225.127,1,1130000,B,5,1136981.5
225.155,1,1160000,S,5,1136981.5
225.781,1,1180000,S,5,1136981.5
226.048,1,1130000,S,5,1136981.5
226.286,1,1210000,S,5,1136981.5
226.49,1,1160000,B,5,1136981.5
226.557,1,1170000,S,5,1136981.5
226.858,1,1110000,B,5,1136981.5
227.699,1,1150000,S,5,1136981.5
227.984,1,1160000,B,5,1136981.5
228.101,1,1100000,B,5,1136981.5
228.224,1,1120000,S,5,1136981.5
228.464,1,1100000,B,5,1136981.5
228.58,1,1100000,S,5,1136981.5
229.332,1,1180000,S,5,1136981.5
229.851,1,1140000,S,5,1136981.5
231.16,1,1130000,S,5,1136981.5
231.793,1,1120000,S,5,1136981.5
231.914,1,1200000,S,5,1136981.5
231.919,1,1080000,B,5,1136981.5
232.194,1,1170000,S,5,1136981.5
232.624,1,1120000,S,5,1136981.5
232.861,1,1110000,S,5,1136981.5
232.958,1,1130000,S,5,1136981.5
233.816,1,1160000,B,5,1185419.739
234.063,1,1200000,S,5,1185419.739
234.224,1,1170000,B,5,1185419.739
234.407,1,1130000,B,5,1185419.739
234.704,1,1180000,B,5,1185419.739
234.743,1,1210000,B,5,1185419.739
234.821,1,1210000,S,5,1185419.739
234.875,1,1180000,B,5,1185419.739
235.14,1,1190000,S,5,1185419.739
235.959,1,1110000,S,5,1185419.739
236.741,1,1220000,S,5,1203547.352
236.758,1,1210000,S,5,1203547.352
237.197,1,1170000,B,5,1203547.352
237.416,1,1190000,B,5,1203547.352
239.196,1,1170000,B,5,1203547.352
239.322,1,1210000,B,5,1203547.352
239.406,1,1210000,S,5,1203547.352
