arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
10.455,1,1050000,B,5,1070503.716
10.479,1,1080000,B,5,1070503.716
10.511,1,1000000,B,5,1070503.716
10.552,1,1060000,B,5,1070503.716
10.603,1,1090000,B,5,1070503.716
10.619,1,1020000,B,5,1070503.716
10.666,1,1080000,S,5,1070503.716
10.684,1,1060000,B,5,1070503.716
10.736,1,990000,B,5,1070503.716
10.77,1,1110000,S,5,1070503.716
10.832,1,1120000,S,5,1070503.716
10.968,1,1050000,S,5,1070503.716
100.017,1,1050000,S,5,1009881.195
100.144,1,980000,B,5,1009881.195
100.199,1,1040000,S,5,1009881.195
100.23,1,970000,B,5,1009881.195
100.283,1,1000000,S,5,1009881.195
100.322,1,1030000,S,5,1009881.195
100.368,1,1050000,B,5,1009881.195
100.42,1,980000,B,5,1009881.195
100.474,1,990000,B,5,1009881.195
100.561,1,980000,S,5,1009881.195
100.578,1,1020000,B,5,1009881.195
100.6,1,1060000,S,5,1009881.195
100.606,1,1010000,S,5,1009881.195
100.637,1,990000,S,5,1009881.195
100.688,1,990000,B,5,1009881.195
100.7,1,970000,B,5,1009881.195
100.71,1,1040000,S,5,1009881.195
100.71,1,1020000,S,5,1009881.195
100.754,1,1000000,B,5,1009881.195
100.906,1,1040000,B,5,1009881.195
101.041,1,980000,B,5,1009881.195
101.089,1,1030000,S,5,1009881.195
101.123,1,980000,B,5,1009881.195
101.124,1,990000,S,5,1009881.195
101.152,1,980000,B,5,1009881.195
101.202,1,970000,B,5,1009881.195
101.25,1,1010000,S,5,1009881.195
101.265,1,1020000,B,5,1009881.195
101.288,1,970000,B,5,1009881.195
101.346,1,1010000,S,5,1009881.195
101.349,1,1040000,S,5,1009881.195
101.422,1,1010000,S,5,1009881.195
101.462,1,990000,B,5,1009881.195
101.561,1,1040000,S,5,1009881.195
101.581,1,940000,B,5,1009881.195
101.733,1,1040000,S,5,1009881.195
101.742,1,1080000,S,5,1009881.195
101.997,1,990000,B,5,1009881.195
102.143,1,1020000,S,5,1009881.195
102.156,1,1070000,S,5,1009881.195
102.184,1,970000,B,5,1009881.195
102.334,1,1020000,B,5,1009881.195
102.338,1,1030000,S,5,1009881.195
102.394,1,1000000,S,5,1009881.195
102.464,1,1060000,S,5,1009881.195
102.47,1,1030000,S,5,1009881.195
102.487,1,1010000,B,5,1009881.195
102.531,1,990000,B,5,1009881.195
102.563,1,970000,B,5,1009881.195
102.71,1,990000,B,5,1009881.195
102.737,1,1030000,B,5,1009881.195
102.763,1,1010000,S,5,1009881.195
102.876,1,990000,S,5,1009881.195
103.075,1,990000,B,5,1009881.195
103.113,1,1010000,B,5,1009881.195
103.123,1,1080000,S,5,1009881.195
103.125,1,1090000,B,5,1009881.195
103.128,1,1040000,S,5,1009881.195
103.204,1,1070000,B,5,1009881.195
103.235,1,960000,B,5,1009881.195
103.24,1,1060000,S,5,1009881.195
103.255,1,1020000,B,5,1009881.195
103.296,1,1040000,S,5,1009881.195
103.337,1,1020000,S,5,1009881.195
103.386,1,980000,B,5,1009881.195
103.507,1,1000000,S,5,1009881.195
103.51,1,990000,B,5,1009881.195
103.593,1,980000,S,5,1009881.195
103.687,1,1070000,S,5,1009881.195
103.776,1,1020000,S,5,1009881.195
103.782,1,1020000,S,5,1009881.195
103.809,1,1010000,S,5,1009881.195
103.839,1,980000,B,5,1009881.195
103.872,1,920000,B,5,1009881.195
103.926,1,930000,B,5,1009881.195
103.941,1,990000,B,5,1009881.195
103.952,1,980000,S,5,1009881.195
104.034,1,890000,B,5,1009881.195
104.111,1,970000,B,5,1009881.195
104.154,1,1030000,S,5,1009881.195
104.191,1,1000000,B,5,1009881.195
104.264,1,1080000,B,5,1009881.195
104.265,1,1030000,B,5,1009881.195
104.304,1,1060000,S,5,1009881.195
104.395,1,1040000,S,5,1009881.195
104.452,1,1020000,B,5,1009881.195
104.46,1,1000000,B,5,1009881.195
104.501,1,970000,B,5,1009881.195
104.624,1,1060000,S,5,1009881.195
104.673,1,1010000,S,5,1009881.195
104.69,1,960000,B,5,1009881.195
104.708,1,1000000,S,5,1009881.195
104.722,1,1030000,B,5,1009881.195
104.726,1,1040000,S,5,1009881.195
104.762,1,1000000,B,5,1009881.195
104.763,1,990000,B,5,1009881.195
104.856,1,1020000,B,5,1009881.195
104.864,1,1010000,B,5,1009881.195
104.892,1,1010000,B,5,1009881.195
104.923,1,990000,B,5,1009881.195
104.982,1,960000,B,5,1009881.195
104.989,1,1000000,S,5,1009881.195
105.027,1,1000000,S,5,1009881.195
105.061,1,1060000,S,5,1009881.195
105.119,1,990000,B,5,1009881.195
105.19,1,1010000,S,5,1009881.195
105.221,1,1010000,S,5,1009881.195
105.235,1,1050000,S,5,1009881.195
105.264,1,930000,S,5,1009881.195
105.361,1,1020000,S,5,1009881.195
105.478,1,1040000,S,5,1009881.195
105.479,1,990000,B,5,1009881.195
105.502,1,1040000,S,5,1009881.195
105.63,1,910000,B,5,1009881.195
105.637,1,1020000,S,5,1009881.195
105.697,1,1020000,S,5,1009881.195
105.729,1,980000,S,5,1009881.195
105.797,1,1010000,B,5,1009881.195
105.838,1,1040000,S,5,1009881.195
105.885,1,1110000,S,5,1009881.195
105.914,1,1000000,S,5,1009881.195
105.945,1,990000,B,5,1009881.195
105.965,1,1060000,S,5,1009881.195
106.032,1,1030000,S,5,1009881.195
106.054,1,1050000,B,5,1009881.195
106.06,1,1020000,S,5,1009881.195
106.199,1,1040000,S,5,1009881.195
106.226,1,1030000,S,5,1009881.195
106.226,1,1000000,B,5,1009881.195
106.233,1,1020000,S,5,1009881.195
106.251,1,950000,B,5,1009881.195
106.303,1,1010000,B,5,1009881.195
106.318,1,1000000,B,5,1009881.195
106.351,1,1040000,S,5,1009881.195
106.384,1,1040000,S,5,1009881.195
106.458,1,950000,B,5,1009881.195
106.478,1,960000,S,5,1009881.195
106.548,1,1060000,S,5,1009881.195
106.663,1,1050000,S,5,1009881.195
106.696,1,990000,B,5,1009881.195
106.711,1,1030000,B,5,1009881.195
106.817,1,1020000,S,5,1009881.195
106.832,1,1040000,B,5,1009881.195
106.838,1,1010000,B,5,1009881.195
106.876,1,990000,B,5,1009881.195
106.897,1,950000,B,5,1009881.195
106.972,1,1020000,B,5,1009881.195
107.068,1,1040000,B,5,1009881.195
107.16,1,1030000,S,5,1009881.195
107.287,1,1030000,B,5,1009881.195
107.298,1,990000,B,5,1009881.195
107.301,1,990000,B,5,1009881.195
107.379,1,1020000,S,5,1009881.195
107.384,1,1080000,S,5,1009881.195
107.642,1,990000,B,5,1009881.195
107.742,1,1040000,S,5,1009881.195
107.751,1,970000,B,5,1009881.195
107.827,1,970000,B,5,1009881.195
107.922,1,1000000,B,5,1009881.195
107.94,1,980000,B,5,1009881.195
107.984,1,980000,B,5,1009881.195
108.01,1,920000,B,5,1009881.195
108.079,1,1050000,S,5,1009881.195
108.107,1,980000,S,5,1009881.195
108.121,1,1030000,S,5,1009881.195
108.148,1,1010000,S,5,1009881.195
108.155,1,1000000,B,5,1009881.195
108.246,1,1010000,S,5,1009881.195
108.341,1,1000000,B,5,1009881.195
108.348,1,990000,B,5,1009881.195
108.35,1,1000000,B,5,1009881.195
108.496,1,1020000,S,5,1009881.195
108.498,1,1080000,S,5,1009881.195
108.503,1,1020000,S,5,1009881.195
108.574,1,980000,B,5,1009881.195
108.618,1,990000,B,5,1009881.195
108.642,1,1020000,S,5,1009881.195
108.671,1,980000,B,5,1009881.195
108.704,1,1050000,S,5,1009881.195
108.719,0,,J,,1036068.742
108.736,1,1030000,B,5,1036068.742
108.787,1,1020000,S,5,1036068.742
108.816,1,990000,B,5,1036068.742
108.858,1,1100000,S,5,1036068.742
108.876,1,1070000,B,5,1036068.742
108.924,1,1080000,S,5,1036068.742
108.981,1,1000000,B,5,1036068.742
109.028,1,1040000,S,5,1036068.742
109.165,1,1060000,S,5,1036068.742
109.227,1,1050000,B,5,1036068.742
109.262,1,1090000,S,5,1036068.742
109.295,1,1100000,S,5,1036068.742
109.369,1,1010000,B,5,1036068.742
109.371,1,1040000,S,5,1036068.742
109.457,1,1090000,S,5,1036068.742
109.462,1,970000,B,5,1036068.742
109.536,1,980000,B,5,1036068.742
109.549,1,990000,B,5,1036068.742
109.703,1,980000,B,5,1036068.742
109.777,1,1040000,B,5,1036068.742
109.841,1,1010000,S,5,1036068.742
109.878,1,1050000,S,5,1036068.742
109.887,1,1070000,S,5,1036068.742
11.09,1,1090000,B,5,1070503.716
11.099,1,1100000,S,5,1070503.716
11.133,1,1110000,S,5,1070503.716
11.211,1,1070000,S,5,1070503.716
11.222,1,1090000,S,5,1070503.716
11.224,1,1090000,S,5,1070503.716
11.268,1,1050000,B,5,1070503.716
11.285,1,1020000,B,5,1070503.716
11.339,1,1110000,S,5,1070503.716
11.37,1,1060000,S,5,1070503.716
11.469,1,1040000,B,5,1070503.716
11.52,1,1120000,S,5,1070503.716
11.559,1,990000,B,5,1070503.716
11.596,1,1110000,B,5,1070503.716
11.65,1,1000000,B,5,1070503.716
11.652,1,1030000,B,5,1070503.716
11.665,1,1100000,S,5,1070503.716
11.675,1,1090000,B,5,1070503.716
11.738,1,1020000,B,5,1070503.716
11.977,1,1110000,B,5,1070503.716
11.987,1,1140000,S,5,1070503.716
110.011,1,1030000,B,5,1036068.742
110.031,1,1030000,S,5,1036068.742
110.043,1,1090000,S,5,1036068.742
110.068,1,1040000,S,5,1036068.742
110.077,1,1020000,B,5,1036068.742
110.124,1,1050000,B,5,1036068.742
110.169,1,1050000,B,5,1036068.742
110.247,1,990000,B,5,1036068.742
110.309,1,1110000,S,5,1036068.742
110.406,1,990000,B,5,1036068.742
110.406,1,1080000,S,5,1036068.742
110.413,1,1060000,B,5,1036068.742
110.458,1,1030000,B,5,1036068.742
110.572,1,960000,B,5,1036068.742
110.587,1,1010000,B,5,1036068.742
110.637,1,1040000,S,5,1036068.742
110.785,1,1000000,B,5,1036068.742
110.8,1,1010000,B,5,1036068.742
110.812,1,1040000,S,5,1036068.742
110.908,1,1100000,S,5,1036068.742
111.096,1,960000,B,5,1036068.742
111.111,1,1010000,S,5,1036068.742
111.118,1,1010000,B,5,1036068.742
111.186,1,990000,B,5,1036068.742
111.24,1,1010000,S,5,1036068.742
111.325,1,980000,B,5,1036068.742
111.379,1,1010000,S,5,1036068.742
111.423,1,1050000,S,5,1036068.742
111.475,1,1040000,S,5,1036068.742
111.475,1,1010000,B,5,1036068.742
111.484,1,1050000,B,5,1036068.742
111.563,1,1070000,S,5,1036068.742
111.579,1,1000000,B,5,1036068.742
111.59,1,1000000,B,5,1036068.742
111.597,1,980000,B,5,1036068.742
111.651,1,1060000,B,5,1036068.742
111.766,1,1080000,S,5,1036068.742
111.792,1,1000000,B,5,1036068.742
111.806,1,1020000,B,5,1036068.742
111.814,1,1070000,S,5,1036068.742
111.842,0,,J,,1017509.594
111.899,1,1000000,S,5,1017509.594
111.954,1,1040000,B,5,1017509.594
111.962,1,1010000,S,5,1017509.594
111.981,1,1030000,B,5,1017509.594
112.08,1,1000000,B,5,1017509.594
112.081,1,1020000,S,5,1017509.594
112.173,1,1010000,B,5,1017509.594
112.207,1,1010000,B,5,1017509.594
112.279,1,980000,B,5,1017509.594
112.336,1,1000000,S,5,1017509.594
112.369,1,1050000,S,5,1017509.594
112.403,1,1090000,S,5,1017509.594
112.412,1,950000,B,5,1017509.594
112.412,1,1040000,S,5,1017509.594
112.457,1,970000,B,5,1017509.594
112.474,1,980000,B,5,1017509.594
112.494,1,1000000,S,5,1017509.594
112.5,1,1080000,S,5,1017509.594
112.539,1,1010000,B,5,1017509.594
112.551,1,990000,B,5,1017509.594
112.562,1,990000,B,5,1017509.594
112.571,1,1050000,S,5,1017509.594
112.654,1,1030000,S,5,1017509.594
112.665,1,1050000,B,5,1017509.594
112.667,1,1070000,S,5,1017509.594
112.691,1,1040000,B,5,1017509.594
112.724,1,1040000,S,5,1017509.594
112.798,1,980000,B,5,1017509.594
112.862,1,1010000,B,5,1017509.594
112.957,1,990000,B,5,1017509.594
113.038,1,1040000,S,5,1017509.594
113.098,1,1040000,S,5,1017509.594
113.15,1,1060000,S,5,1017509.594
113.24,1,1040000,B,5,1017509.594
113.277,1,1020000,B,5,1017509.594
113.376,1,1010000,S,5,1017509.594
113.386,1,1020000,S,5,1017509.594
113.406,1,1100000,S,5,1017509.594
113.411,1,1010000,B,5,1017509.594
113.439,1,1080000,S,5,1017509.594
113.523,1,1000000,B,5,1017509.594
113.542,1,980000,B,5,1017509.594
113.648,1,1050000,S,5,1017509.594
113.68,1,1060000,S,5,1017509.594
113.797,1,1060000,S,5,1017509.594
113.801,1,970000,B,5,1017509.594
113.844,1,990000,B,5,1017509.594
113.934,1,1050000,S,5,1017509.594
113.965,1,1040000,S,5,1017509.594
114.0,0,,J,,958629.557
114.023,1,910000,B,5,958629.557
114.049,1,970000,S,5,958629.557
114.08,1,970000,B,5,958629.557
114.109,1,980000,B,5,958629.557
114.196,1,950000,S,5,958629.557
114.286,1,900000,B,5,958629.557
114.383,1,930000,B,5,958629.557
114.533,1,970000,S,5,958629.557
114.574,1,1010000,B,5,958629.557
114.606,1,960000,B,5,958629.557
114.607,1,890000,B,5,958629.557
114.644,1,920000,B,5,958629.557
114.652,1,960000,S,5,958629.557
114.656,1,950000,B,5,958629.557
114.681,1,920000,B,5,958629.557
114.709,1,940000,B,5,958629.557
114.709,1,950000,S,5,958629.557
114.722,1,930000,B,5,958629.557
114.857,1,950000,S,5,958629.557
114.867,1,960000,S,5,958629.557
114.931,1,910000,B,5,958629.557
114.964,1,960000,S,5,958629.557
114.968,1,960000,B,5,958629.557
115.075,1,950000,B,5,958629.557
115.128,1,1010000,S,5,958629.557
115.129,1,930000,B,5,958629.557
115.144,1,970000,S,5,958629.557
115.194,1,970000,B,5,958629.557
115.247,1,940000,B,5,958629.557
115.292,1,970000,S,5,958629.557
115.303,1,970000,B,5,958629.557
115.376,1,940000,B,5,958629.557
115.522,1,1000000,S,5,958629.557
115.533,1,910000,S,5,958629.557
115.562,1,1070000,S,5,958629.557
115.616,1,970000,S,5,958629.557
115.636,1,970000,B,5,958629.557
115.67,1,950000,B,5,958629.557
115.773,1,950000,B,5,958629.557
115.854,1,960000,B,5,958629.557
115.888,1,930000,S,5,958629.557
115.987,1,1000000,B,5,958629.557
115.998,1,950000,B,5,958629.557
116.086,1,910000,B,5,958629.557
116.087,1,990000,B,5,958629.557
116.166,1,960000,S,5,958629.557
116.197,1,980000,B,5,958629.557
116.249,1,930000,B,5,958629.557
116.306,1,930000,S,5,958629.557
116.356,1,950000,B,5,958629.557
116.426,1,1010000,S,5,958629.557
116.45,1,930000,B,5,958629.557
116.456,1,950000,S,5,958629.557
116.458,1,950000,B,5,958629.557
116.47,1,940000,S,5,958629.557
116.478,1,960000,S,5,958629.557
116.528,1,900000,B,5,958629.557
116.547,1,930000,B,5,958629.557
116.56,1,1020000,S,5,958629.557
116.616,1,940000,B,5,958629.557
116.62,1,940000,B,5,958629.557
116.675,1,970000,B,5,958629.557
116.749,1,950000,B,5,958629.557
116.863,1,960000,S,5,958629.557
116.88,0,,J,,1002151.29
116.895,1,1030000,S,5,1002151.29
117.057,1,1030000,S,5,1002151.29
117.097,1,990000,S,5,1002151.29
117.153,1,930000,B,5,1002151.29
117.159,1,1010000,S,5,1002151.29
117.184,1,1030000,S,5,1002151.29
117.208,1,1030000,S,5,1002151.29
117.283,1,1010000,B,5,1002151.29
117.408,1,1030000,S,5,1002151.29
117.485,1,1010000,S,5,1002151.29
117.516,1,1030000,S,5,1002151.29
117.536,1,1000000,B,5,1002151.29
117.585,1,920000,B,5,1002151.29
117.605,1,1030000,B,5,1002151.29
117.635,1,1010000,S,5,1002151.29
117.636,1,1000000,B,5,1002151.29
117.685,1,950000,B,5,1002151.29
117.954,1,1080000,S,5,1002151.29
117.998,1,1010000,B,5,1002151.29
118.043,1,1010000,B,5,1002151.29
118.069,1,1060000,S,5,1002151.29
118.072,1,1010000,S,5,1002151.29
118.089,1,1000000,S,5,1002151.29
118.132,1,1060000,S,5,1002151.29
118.134,1,1010000,S,5,1002151.29
118.144,1,1030000,S,5,1002151.29
118.222,1,990000,B,5,1002151.29
118.226,1,1020000,S,5,1002151.29
118.302,1,1040000,S,5,1002151.29
118.342,1,940000,B,5,1002151.29
118.433,1,980000,B,5,1002151.29
118.568,1,1040000,S,5,1002151.29
118.583,1,970000,B,5,1002151.29
118.595,1,1010000,B,5,1002151.29
118.656,1,1030000,S,5,1002151.29
118.661,1,1030000,S,5,1002151.29
118.678,1,1030000,S,5,1002151.29
118.724,1,940000,B,5,1002151.29
118.74,1,1000000,S,5,1002151.29
118.767,1,1040000,B,5,1002151.29
118.843,1,1000000,B,5,1002151.29
118.863,1,990000,S,5,1002151.29
119.027,1,1020000,S,5,1002151.29
119.048,1,1000000,B,5,1002151.29
119.066,1,1000000,S,5,1002151.29
119.223,1,910000,B,5,1002151.29
119.238,1,980000,S,5,1002151.29
119.243,1,1040000,S,5,1002151.29
119.26,1,1050000,S,5,1002151.29
119.35,1,1040000,B,5,1002151.29
119.404,1,1030000,S,5,1002151.29
119.404,1,990000,S,5,1002151.29
119.45,1,990000,B,5,1002151.29
119.465,1,980000,B,5,1002151.29
119.469,1,1040000,S,5,1002151.29
119.574,1,990000,B,5,1002151.29
119.575,1,1030000,S,5,1002151.29
119.581,1,1070000,S,5,1002151.29
119.596,1,1060000,S,5,1002151.29
119.641,1,1000000,S,5,1002151.29
119.75,1,1030000,S,5,1002151.29
119.814,1,970000,B,5,1002151.29
119.838,1,1090000,S,5,1002151.29
119.892,0,,J,,936354.388
119.916,1,1040000,S,5,936354.388
119.959,1,930000,B,5,936354.388
12.015,1,1050000,S,5,1070503.716
12.026,1,1090000,B,5,1070503.716
12.053,1,1050000,S,5,1070503.716
12.235,1,1010000,B,5,1070503.716
12.262,1,1020000,B,5,1070503.716
12.37,1,1110000,S,5,1070503.716
12.395,1,1060000,B,5,1070503.716
12.397,1,1070000,S,5,1070503.716
12.407,1,1120000,S,5,1070503.716
12.521,1,1060000,B,5,1070503.716
12.605,1,1080000,S,5,1070503.716
12.701,1,1130000,S,5,1070503.716
12.711,1,1050000,S,5,1070503.716
12.787,1,1060000,B,5,1070503.716
12.827,1,1060000,S,5,1070503.716
120.18,1,920000,S,5,936354.388
120.197,1,940000,S,5,936354.388
120.275,1,940000,S,5,936354.388
120.366,1,890000,S,5,936354.388
120.418,1,960000,S,5,936354.388
120.577,1,880000,B,5,936354.388
120.586,1,870000,B,5,936354.388
120.619,1,920000,B,5,936354.388
120.656,1,940000,B,5,936354.388
120.748,1,910000,B,5,936354.388
120.838,1,920000,B,5,936354.388
120.874,1,930000,B,5,936354.388
120.921,1,1000000,S,5,936354.388
121.022,1,990000,S,5,936354.388
121.033,1,910000,B,5,936354.388
121.064,1,980000,B,5,936354.388
121.066,1,920000,B,5,936354.388
121.097,1,960000,B,5,936354.388
121.198,1,960000,S,5,936354.388
121.253,1,960000,S,5,936354.388
121.271,1,950000,B,5,936354.388
121.278,1,930000,S,5,936354.388
121.285,1,900000,S,5,936354.388
121.299,1,990000,S,5,936354.388
121.307,1,980000,S,5,936354.388
121.351,1,870000,B,5,936354.388
121.401,1,940000,S,5,936354.388
121.521,1,940000,B,5,936354.388
121.563,1,960000,S,5,936354.388
121.565,1,920000,B,5,936354.388
121.629,1,920000,S,5,936354.388
121.639,1,940000,S,5,936354.388
121.694,1,940000,B,5,936354.388
121.729,1,970000,S,5,936354.388
121.797,1,950000,S,5,936354.388
121.846,1,930000,S,5,936354.388
121.848,1,980000,S,5,936354.388
121.999,1,940000,S,5,936354.388
122.211,1,900000,B,5,936354.388
122.302,1,900000,B,5,936354.388
122.323,1,950000,S,5,936354.388
122.423,1,900000,B,5,936354.388
122.437,1,980000,S,5,936354.388
122.462,1,960000,S,5,936354.388
122.474,1,860000,B,5,936354.388
122.531,1,930000,S,5,936354.388
122.539,1,940000,S,5,936354.388
122.59,1,890000,B,5,936354.388
122.61,1,970000,S,5,936354.388
122.614,1,970000,S,5,936354.388
122.63,1,890000,B,5,936354.388
122.639,1,950000,S,5,936354.388
122.653,1,990000,S,5,936354.388
122.674,1,910000,B,5,936354.388
122.72,1,940000,B,5,936354.388
122.847,1,920000,B,5,936354.388
122.853,1,990000,S,5,936354.388
122.906,1,940000,S,5,936354.388
122.918,1,920000,S,5,936354.388
122.952,1,900000,B,5,936354.388
122.97,1,930000,B,5,936354.388
123.046,1,940000,S,5,936354.388
123.086,1,930000,S,5,936354.388
123.091,1,910000,B,5,936354.388
123.226,1,930000,S,5,936354.388
123.344,1,1010000,S,5,936354.388
123.419,1,960000,B,5,936354.388
123.613,1,910000,S,5,936354.388
123.667,1,960000,S,5,936354.388
123.688,1,960000,S,5,936354.388
123.759,1,920000,S,5,936354.388
123.936,1,1040000,S,5,936354.388
123.956,1,910000,S,5,936354.388
123.961,1,890000,B,5,936354.388
123.976,1,960000,S,5,936354.388
124.037,1,890000,B,5,936354.388
124.059,1,980000,S,5,936354.388
124.076,1,930000,S,5,936354.388
124.091,1,930000,B,5,936354.388
124.158,1,950000,S,5,936354.388
124.161,1,930000,S,5,936354.388
124.187,1,970000,B,5,936354.388
124.231,1,890000,B,5,936354.388
124.24,1,920000,B,5,936354.388
124.257,1,1010000,S,5,936354.388
124.346,1,910000,B,5,936354.388
124.376,1,860000,B,5,936354.388
124.409,1,920000,B,5,936354.388
124.528,1,970000,S,5,936354.388
124.551,1,860000,B,5,936354.388
124.596,1,960000,S,5,936354.388
124.656,1,980000,B,5,936354.388
124.672,1,1000000,S,5,936354.388
124.742,1,970000,S,5,936354.388
124.973,1,900000,B,5,936354.388
124.983,1,880000,B,5,936354.388
125.081,1,990000,S,5,936354.388
125.201,1,900000,B,5,936354.388
125.278,1,930000,B,5,936354.388
125.302,1,930000,B,5,936354.388
125.33,1,920000,S,5,936354.388
125.346,1,960000,B,5,936354.388
125.356,1,920000,B,5,936354.388
125.427,1,1010000,S,5,936354.388
125.484,1,960000,S,5,936354.388
125.538,1,920000,B,5,936354.388
125.625,1,970000,S,5,936354.388
125.737,1,930000,B,5,936354.388
125.774,1,990000,S,5,936354.388
125.821,1,940000,S,5,936354.388
125.973,1,930000,S,5,936354.388
125.974,1,1010000,S,5,936354.388
126.01,1,960000,S,5,936354.388
126.011,1,920000,B,5,936354.388
126.013,1,950000,B,5,936354.388
126.024,1,890000,B,5,936354.388
126.081,1,950000,S,5,936354.388
126.166,1,950000,S,5,936354.388
126.197,1,920000,S,5,936354.388
126.293,1,950000,S,5,936354.388
126.322,1,920000,B,5,936354.388
126.381,1,900000,S,5,936354.388
126.402,1,930000,B,5,936354.388
126.447,1,870000,B,5,936354.388
126.541,1,920000,S,5,936354.388
126.57,1,930000,B,5,936354.388
126.578,1,870000,B,5,936354.388
126.596,1,960000,S,5,936354.388
126.621,1,950000,B,5,936354.388
126.648,1,900000,B,5,936354.388
126.682,1,970000,S,5,936354.388
126.694,1,970000,S,5,936354.388
126.704,1,980000,B,5,936354.388
126.726,1,900000,B,5,936354.388
126.73,1,930000,B,5,936354.388
126.745,1,940000,S,5,936354.388
126.818,1,980000,S,5,936354.388
126.854,1,990000,S,5,936354.388
126.879,1,890000,B,5,936354.388
126.912,1,980000,B,5,936354.388
126.953,1,880000,S,5,936354.388
126.966,1,960000,B,5,936354.388
127.02,1,910000,S,5,936354.388
127.071,1,890000,B,5,936354.388
127.11,1,920000,S,5,936354.388
127.182,1,940000,B,5,936354.388
127.182,1,920000,B,5,936354.388
127.257,1,960000,S,5,936354.388
127.279,1,1040000,S,5,936354.388
127.334,1,920000,S,5,936354.388
127.352,1,920000,B,5,936354.388
127.429,1,970000,S,5,936354.388
127.454,1,920000,B,5,936354.388
127.46,1,920000,B,5,936354.388
127.488,1,990000,S,5,936354.388
127.559,1,960000,S,5,936354.388
127.596,1,1010000,S,5,936354.388
127.6,1,930000,B,5,936354.388
127.65,1,990000,S,5,936354.388
127.662,1,910000,B,5,936354.388
127.696,1,940000,B,5,936354.388
127.762,1,880000,B,5,936354.388
127.808,1,930000,S,5,936354.388
127.814,1,950000,S,5,936354.388
127.872,1,910000,B,5,936354.388
128.019,1,910000,B,5,936354.388
128.114,1,890000,B,5,936354.388
128.338,1,940000,B,5,936354.388
128.414,1,880000,B,5,936354.388
128.454,1,920000,S,5,936354.388
128.506,1,890000,B,5,936354.388
128.665,1,950000,B,5,936354.388
128.697,1,970000,B,5,936354.388
128.739,1,950000,B,5,936354.388
128.745,1,920000,B,5,936354.388
128.854,1,950000,S,5,936354.388
128.885,1,960000,S,5,936354.388
128.938,1,930000,B,5,936354.388
128.978,1,930000,B,5,936354.388
128.997,1,930000,B,5,936354.388
129.01,1,900000,B,5,936354.388
129.095,1,860000,B,5,936354.388
129.155,1,960000,S,5,936354.388
129.165,1,950000,B,5,936354.388
129.173,1,930000,B,5,936354.388
129.256,1,860000,B,5,936354.388
129.328,1,960000,S,5,936354.388
129.353,1,920000,B,5,936354.388
129.367,1,940000,S,5,936354.388
129.379,1,970000,S,5,936354.388
129.379,1,940000,B,5,936354.388
129.474,1,960000,S,5,936354.388
129.481,1,970000,S,5,936354.388
129.495,1,940000,B,5,936354.388
129.539,1,910000,S,5,936354.388
129.625,1,970000,S,5,936354.388
129.647,1,950000,S,5,936354.388
129.781,1,900000,B,5,936354.388
129.79,1,840000,B,5,936354.388
129.792,1,890000,B,5,936354.388
129.877,1,930000,B,5,936354.388
129.943,1,950000,B,5,936354.388
129.947,1,1020000,S,5,936354.388
13.075,1,1000000,B,5,1070503.716
13.119,1,1100000,S,5,1070503.716
13.16,1,1140000,S,5,1070503.716
13.209,1,1050000,S,5,1070503.716
